pos,neg,neu,compound,Emotion,Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Selected,Selected (1)
0.0,0.054,0.946,-0.2732,Joy,@libe,La guerre en Ukraine aurait pu bloquer notre envie de lire sur la Russie. @ASchwartzbrod recommande deux romans pour comprendre la mécanique mentale de Poutine : «Le mage du Kremlin» et «La peste sur vos deux familles» #Livres https://t.co/E2qUG4qHiS,2022-05-06 22:30:59,fr,,21.0,8.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260317.0,2069.0,263.0,3402230.0,17055.0,True,,,No,No
0.0,0.148,0.852,-0.7269,Joy,@libe,"📸 «Je ne mets plus mon portable en silencieux» : face à la guerre, avec la jeunesse ukrainienne

Avec le compte Stuck in Here, Orianne Ciantar Olive réussit sur Instagram son pari : transmettre l’irruption de la violence absolue. #Ukraine  https://t.co/UqC6byiw9B",2022-05-06 22:01:10,fr,,15.0,6.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260317.0,2069.0,263.0,3402230.0,17055.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@libe,"À la une de @libe ce week-end : 

🇷🇺 Guerre en Ukraine : et pendant ce temps-là en Russie 

https://t.co/nj2k4mQp7h https://t.co/nEoDuCa9iX",2022-05-06 18:22:18,fr,,51.0,34.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260317.0,2069.0,263.0,3402230.0,17055.0,True,,,No,No
0.0,0.104,0.896,-0.296,Joy,@libe,"🇮🇳 En visite à Paris, le Premier ministre indien Narendra Modi, se refuse toujours à condamner formellement l’invasion russe en #Ukraine 👇 https://t.co/8CRY8h5Onf",2022-05-06 10:22:06,fr,,58.0,26.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"L’oligarque Oleg Tinkov a été contraint par Moscou de vendre ses parts dans la puissante banque Tinkoff après ses prises de position contre la guerre en Ukraine.
  https://t.co/NbSblWJzo6",2022-05-05 21:41:24,fr,,11.0,14.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@libe,🇷🇺 Guerre en Ukraine : quelles entreprises françaises ont maintenu ou arrêté leurs activités en Russie ? @CheckNewsFr https://t.co/0iXB5Zve4r https://t.co/KuZB2IjDgn,2022-05-05 19:21:03,fr,,154.0,159.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@libe,"Le PS se prononce sur la Nupes, LREM change de nom, six milliards pour l’Ukraine.. L’actu de ce jeudi soir https://t.co/FrQifxIQw4",2022-05-05 19:04:51,fr,,5.0,4.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"🔴 Guerre en #Ukraine : 600 soldats ukrainiens tués cette nuit, selon #Moscou ➡️ https://t.co/vDnud0Jtd6 https://t.co/Ino2PFkQrH",2022-05-05 10:48:10,fr,,31.0,15.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@libe,"🇺🇦 #Ukraine : si #Marioupol semble au bord de la chute, les forces russes ne progressent toujours que très lentement dans le #Donbass 👇  https://t.co/equAGT1TiB",2022-05-05 07:41:21,fr,,10.0,11.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@libe,"🔴 EN DIRECT 
Guerre en #Ukraine : #Kyiv ne croit pas au cessez-le-feu russe autour de l’usine #Azovstal de #Marioupol ➡️ https://t.co/vDnud114BG https://t.co/6z4XqCheiO",2022-05-05 05:58:43,fr,,13.0,7.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"💬 INTERVIEW. @phcrevel : «L’augmentation des prix des carburants sera maîtrisée dans les prochains mois» 

🛢Alors que le prix du baril ne cesse d’augmenter depuis le début de la guerre en Ukraine, l’UE veut un blocus progressif sur le pétrole russe.
https://t.co/TU8P0QpSi2",2022-05-05 04:19:42,fr,,4.0,8.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@libe,"🔴 EN DIRECT 
Guerre en #Ukraine : la #Russie annonce un cessez-le-feu dans l’usine #Azovstal de #Marioupol

https://t.co/cSRF5adpXa https://t.co/6Or3fVIdDk",2022-05-04 19:20:02,fr,,5.0,5.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"🔴 Guerre en #Ukraine : au moins 600 personnes auraient péri dans le bombardement du théâtre de #Marioupol mi-mars, selon une enquête de l'@AP
https://t.co/Oo3uZCCLJE",2022-05-04 18:20:51,fr,,44.0,42.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.122,0.878,-0.2023,Surprise,@libe,"🔴 EN DIRECT 
Guerre en #Ukraine : violents combats et silence radio autour d’#Azovstal 

https://t.co/cSRF5adpXa https://t.co/xVOUU44K8Z",2022-05-04 14:29:11,fr,,14.0,10.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@libe,"🔴 EN DIRECT 
Guerre en #Ukraine : la Commission européenne propose un #embargo progressif sur le #pétrole russe

https://t.co/cSRF5av0OI https://t.co/TL1g8pX9qr",2022-05-04 07:31:28,fr,,10.0,11.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"🇺🇦 Guerre en #Ukraine : à #Marioupol, civils évacués et usine #Azovstal frappée

Après l’évacuation d’une centaine de personnes, l’armée russe a intensifié ses attaques aériennes et d’artillerie sur le complexe métallurgique. ⤵
https://t.co/YFGgTl6p1a",2022-05-04 05:40:58,fr,,14.0,11.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"«Sans les militaires, nous n’aurions jamais survécu» : les premiers réfugiés de l’usine #Azovstal à #Marioupol racontent

🇺🇦 @pierre_alonso a recueilli des témoignages de leur calvaire 📷 @Sharrock_Chloe #Ukraine 👇
https://t.co/COJUWwYHws",2022-05-03 19:40:49,fr,,44.0,24.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"🔴 EN DIRECT
Guerre en #Ukraine : une frappe russe dans l’est du pays fait au moins 10 morts
https://t.co/PtRsehe5kN https://t.co/GyNaZIejrY",2022-05-03 18:52:45,fr,,13.0,9.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"🔴 EN DIRECT
Guerre en #Ukraine : 101 civils évacués de l’usine Azovstal à #Marioupol, d’après l’ONU
https://t.co/PtRsehe5kN https://t.co/D1r88Hi2EL",2022-05-03 13:50:22,fr,,44.0,17.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@libe,"🔴 EN DIRECT
Guerre en #Ukraine : l’armée russe dit avoir attaqué l’usine d’Azovstal à #Marioupol
https://t.co/PtRsehe5kN https://t.co/AsGpNP5XPl",2022-05-03 12:50:01,fr,,6.0,3.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"🇷🇺 Les observateurs internationaux se demandent ce que Poutine fera le #9mai, «jour de la Victoire» célébré tous les ans en Russie. Comme son armée patine en Ukraine, il pourrait bien utiliser cette journée pour déclarer officiellement la guerre à Kyiv. https://t.co/y8RA2OmBj3",2022-05-03 12:30:44,fr,,25.0,13.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"Le #Bolchoï déprogramme les spectacles de metteurs en scène critiques envers la guerre en #Ukraine

Kirill Serebrennikov et Timoféï Kouliabine ont tous deux quitté la #Russie. 👇
https://t.co/ADhZEHfaoL",2022-05-02 21:41:07,fr,,8.0,15.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.101,0.899,-0.2023,Fear,@libe,"🔴 EN DIRECT
Guerre en #Ukraine :  Washington accuse la #Russie de vouloir annexer #Donetsk et #Lougansk 
https://t.co/P3fbWoPK8q https://t.co/wC8B18AmAF",2022-05-02 19:53:01,fr,,16.0,9.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@libe,"🔴 EN DIRECT
Guerre en #Ukraine :  un adolescent tué dans une nouvelle frappe russe sur #Odessa https://t.co/P3fbWoPK8q https://t.co/ElpXpkmC9x",2022-05-02 19:06:38,fr,,15.0,6.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.139,0.0,0.861,0.5267,Joy,@libe,"🔴 EN DIRECT
Guerre en #Ukraine : le foot russe exclu de la Ligue des champions et de l’Euro féminin https://t.co/P3fbWoPK8q
#UEFA #WEURO2022 https://t.co/fqEa1x7tW6",2022-05-02 17:42:22,fr,,23.0,5.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@libe,"🔴 EN DIRECT
Le Premier ministre indien Narendra Modi appelle au dialogue pour stopper la guerre en #Ukraine 
https://t.co/P3fbWoPK8q https://t.co/PaCGxIpcFT",2022-05-02 15:55:30,fr,,151.0,40.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.173,0.827,-0.7964,Joy,@libe,"📍 La montée de violence en #Transnistrie fait craindre une contagion du conflit sur la frontière occidentale de l’Ukraine. À moins qu’il ne s’agisse, pour les Russes, d’une manœuvre de diversion pour disperser les forces ukrainiennes. #Ukraine  https://t.co/9tMAo19LXQ",2022-05-02 15:01:06,fr,,10.0,11.0,,Libération,"Bienvenue sur le Twitter de Libé ! Abonnez-vous à Libération : https://t.co/0Yq00EKViF
Soutenez Olivier Dubois avec #FreeOlivierDubois",260319.0,2069.0,263.0,3402342.0,17054.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[Entretien] Le jour où la Russie a envahi l'Ukraine, le danseur brésilien David Motta, soliste au Bolchoï, n'a pas hésité et a aussitôt décidé de quitter le pays où il avait passé la moitié de sa vie #AFP 

➡️ https://t.co/zxKzUgDKMJ
Par @PelegriAnna https://t.co/2sM0VR3HMY",2022-05-16 12:15:00,fr,,42.0,15.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@afpfr,"Depuis le début de l'invasion russe, les demandes de tatouages sont en plein boom en Ukraine #AFP ⤵️ https://t.co/XeeGJ7NKea",2022-05-16 12:00:01,fr,,17.0,4.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"Le cours du blé, au plus haut depuis la guerre en Ukraine, a battu un nouveau record lundi à l'ouverture sur le marché européen, à 435 euros la tonne, après l'annonce de l'Inde d'un embargo sur ses exportations de la céréale #AFP https://t.co/7Dvxcqppi8",2022-05-16 10:15:00,fr,,74.0,62.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A LA UNE 12H] Acculé par les sanctions occidentales contre la Russie, Renault, leader dans le pays avec la marque Lada qu'il avait réussi à redresser, a confirmé qu'il vendait ses actifs à l'Etat russe, première nationalisation d'ampleur depuis l'offensive en Ukraine #AFP 1/5 https://t.co/NZYNkFveyo",2022-05-16 10:00:17,fr,,54.0,23.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"La Commission européenne a annoncé avoir abaissé de 1,3 point sa prévision de croissance économique pour la zone euro en 2022 à 2,7%, et augmenté de 3,5 points sa prévision d'inflation à 6,1%, à cause de la guerre en Ukraine #AFP https://t.co/S5b4ZC0Prq",2022-05-16 09:44:58,fr,,36.0,31.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.085,0.915,-0.3818,Joy,@afpfr,"Les candidatures de la Suède et de la Finlande à l'Otan en réaction à l'offensive russe contre l'Ukraine constituent une ""grave erreur"", a jugé  le vice-ministre russe des Affaires étrangères #AFP https://t.co/5YJ0f3rPaa",2022-05-16 08:30:00,fr,,51.0,17.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"Les actifs de Renault en Russie sont désormais propriété de l'Etat russe, a annoncé le ministère russe de l'Industrie et du commerce, suite au retrait du constructeur automobile français consécutif à l'invasion en Ukraine #AFP https://t.co/YgIleeLaKB",2022-05-16 06:20:00,fr,,159.0,125.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[À LA UNE 8H] L'Ukraine se prépare à une intensification des attaques russes dans le Donbass, dans l'est du pays, objectif prioritaire de Moscou mais où ses forces sont à la peine, tandis que l'armée ukrainienne poursuit sa contre-offensive dans la région de Kharkiv #AFP 4/5 https://t.co/JkMNAZLoih",2022-05-16 06:01:12,fr,,39.0,10.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A LA UNE A 20H] Sur le terrain en #Ukraine, les forces russes s'efforcent de progresser dans la région stratégique du Donbass, dans l'est du pays, mais se heurtent à la résistance des forces ukrainiennes, qui contre-attaquent dans la région de Kharkiv #AFP 2/5 https://t.co/ukdae8558S",2022-05-15 18:09:51,fr,,19.0,7.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A LA UNE A 20H] La Finlande a annoncé sa candidature à l'Otan en conséquence directe de l'invasion russe de l'Ukraine, avec la Suède en passe de suivre après un feu vert décisif du parti au pouvoir 
➡️https://t.co/AEQUU0ur7Q #AFP 1/5 https://t.co/KOyIHZRB67",2022-05-15 18:09:49,fr,,142.0,53.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"🇸🇪 Actuellement, l'armée suédoise compte quelque 50.000 soldats, dont la moitié de réservistes. Les deux pays ont annoncé d'importants investissements militaires depuis le début de la guerre en Ukraine #AFP  [Fin du thread] https://t.co/5zUfgKdvRt",2022-05-15 13:49:56,fr,,48.0,10.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"🇫🇮/🇸🇪 Pendant des décennies, la plupart des Suédois et des Finlandais ont été attachés à la politique de non-alignement militaire. Mais l'invasion de l'Ukraine a marqué un tournant, notamment pour la Finlande qui partage une frontière de près de 1300 km avec la Russie ⤵️ https://t.co/3LdkDt62WA",2022-05-15 13:49:49,fr,,31.0,8.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A dérouler🧵] Après des décennies à l'écart des alliances militaires, la #Finlande a annoncé sa candidature à l'Otan. Et la #Suède pourrait suivre du fait de leur l'inquiétude après l'invasion russe en Ukraine. Le point sur la situation diplomatique &amp; militaire des 2 pays #AFP⤵️ https://t.co/11YkwImmmv",2022-05-15 13:49:48,fr,,244.0,98.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A LA UNE A 15H] Le secrétaire général de l'Otan, Jens Stoltenberg, a déclaré  que la Turquie n'avait pas l'intention de ""bloquer"" ces adhésions, mais aussi que l'Ukraine pouvait ""gagner"" la guerre contre la Russie, qui ""ne se déroule pas"" comme Moscou l'avait prévu #AFP 3/5 https://t.co/Ci0DuQe24f",2022-05-15 13:21:51,fr,,38.0,6.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A LA UNE A 15H] La Finlande a annoncé sa candidature à l'intégration de l'Otan, avant une réunion décisive en Suède en vue d'une probable demande d'adhésion simultanée des deux pays, conséquence directe de l'invasion russe de l'Ukraine #AFP 1/5 https://t.co/OcFVzT5tmQ",2022-05-15 13:21:49,fr,,355.0,77.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"La pression russe reste forte dans l'est de l'#Ukraine, visé par plusieurs frappes de missiles, alors que la Finlande a annoncé une candidature historique à l'Otan, une ""erreur"" selon Moscou qui a menacé de représailles #AFP https://t.co/4YxAu5xE8I",2022-05-15 12:22:44,fr,,114.0,59.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"La Finlande a pris la décision de demander son adhésion à l'Otan, ont annoncé aujourd'hui le président Sauli Niinistö et la Première ministre Sanna Marin, une conséquence directe de l'invasion russe en Ukraine #AFP https://t.co/yxEWeaD8Ou",2022-05-15 10:19:39,fr,,287.0,111.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"L'Ukraine a remporté en Italie le concours Eurovision de la chanson, devant le Royaume-Uni et l'Espagne, grâce au vote des téléspectateurs qui ont plébiscité le groupe Kalush Orchestra, représentant le pays envahi fin février par les troupes russes #AFP https://t.co/uoDkXGwu1I",2022-05-14 23:18:01,fr,,260.0,43.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@afpfr,L'Ukraine remporte l'#Eurovision2022 #AFP https://t.co/OyTwsaADAL,2022-05-14 23:10:09,fr,,2642.0,393.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A LA UNE A 20H] L'Inde a annoncé samedi interdire les exportations de blé face à la baisse de sa production, due notamment à des vagues extrêmes de chaleur, une décision qui va ""aggraver la crise"" d'approvisionnement en céréales avec la guerre en Ukraine, s'alarme le G7 #AFP 4/5",2022-05-14 18:05:43,fr,,14.0,19.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.065,0.935,-0.4588,Joy,@afpfr,"🇫🇮""Lorsque la guerre en Ukraine a commencé, j'ai commencé à me dire: puisqu'on est si proche de la frontière, que se passera-t-il si on se retrouve un jour dans la même situation ?""

A la frontière russe de la Finlande, l'Otan accueillie avec soulagement

🎥 @alessandrorampa #AFP https://t.co/Cc9cuKZB3i",2022-05-14 17:16:52,fr,,80.0,27.0,,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@afpfr,"[A LA UNE A 15H] Les exportations d'électricité de Russie vers la Finlande ont cessé durant la nuit selon un responsable de l'opérateur du réseau électrique finlandais. Helsinki a annoncé sa volonté d'adhérer ""sans délai"" à l'Otan au regard de l'invasion russe en Ukraine #AFP 3/5 https://t.co/o3jAAa4v7X",2022-05-14 13:06:52,fr,,26.0,4.0,@afpfr,Agence France-Presse,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/VOvpA2ky3O",445607.0,4.0,1354.0,3966889.0,16564.0,True,,,No,No
